capacity_leased_mbps,nM,nV,valid,interval_contains,pV_formula_error,pM_root_residual,revenue_identity_error
100.0,1401.9712261688796,598.0287738311204,False,False,,,
100.0,1403.3025251919516,596.6974748080484,False,False,,,
100.0,1404.6338242150239,595.3661757849761,False,False,,,
100.0,1405.9651232380959,594.0348767619041,False,False,,,
100.0,1407.2964222611681,592.7035777388319,False,False,,,
100.0,1408.6277212842401,591.3722787157599,False,False,,,
100.0,1409.9590203073124,590.0409796926876,False,False,,,
100.0,1411.2903193303846,588.7096806696154,False,False,,,
100.0,1412.6216183534566,587.3783816465434,False,False,,,
100.0,1413.9529173765288,586.0470826234712,False,False,,,
100.0,1415.2842163996008,584.7157836003992,False,False,,,
100.0,1416.615515422673,583.3844845773269,False,False,,,
100.0,1417.946814445745,582.0531855542549,False,False,,,
100.0,1419.2781134688173,580.7218865311827,False,False,,,
100.0,1420.6094124918893,579.3905875081107,False,False,,,
100.0,1421.9407115149615,578.0592884850385,False,False,,,
100.0,1423.2720105380338,576.7279894619662,False,False,,,
100.0,1424.6033095611058,575.3966904388942,False,False,,,
100.0,1425.934608584178,574.065391415822,False,False,,,
100.0,1427.26590760725,572.73409239275,False,False,,,
100.0,1428.5972066303223,571.4027933696777,False,False,,,
100.0,1429.9285056533943,570.0714943466057,False,False,,,
100.0,1431.2598046764665,568.7401953235335,False,False,,,
100.0,1432.5911036995385,567.4088963004615,False,False,,,
100.0,1433.9224027226107,566.0775972773893,False,False,,,
100.0,1435.253701745683,564.746298254317,False,False,,,
100.0,1436.585000768755,563.414999231245,False,False,,,
100.0,1437.9162997918272,562.0837002081728,False,False,,,
100.0,1439.2475988148992,560.7524011851008,False,False,,,
100.0,1440.5788978379715,559.4211021620285,False,False,,,
100.0,1441.9101968610435,558.0898031389565,False,False,,,
100.0,1443.2414958841157,556.7585041158843,False,False,,,
100.0,1444.572794907188,555.4272050928121,False,False,,,
100.0,1445.90409393026,554.0959060697401,False,False,,,
100.0,1447.2353929533322,552.7646070466678,False,False,,,
100.0,1448.5666919764042,551.4333080235958,False,False,,,
100.0,1449.8979909994764,550.1020090005236,False,False,,,
100.0,1451.2292900225484,548.7707099774516,False,False,,,
